app_id,name,release_date,is_free,developer,publisher,owners_range,price
553590,Hot Squat,2016-11-22,1,Bean Boy Games,Bean Boy Games,"20,000 .. 50,000",0.0
553610,ArsonVille,2016-11-24,0,Slavitica,SA Industry,"20,000 .. 50,000",4.99
553630,Wipe Out VR,2016-12-14,0,PnagaeaVR,PnagaeaVR,"0 .. 20,000",2.99
553640,ICEY,2016-11-17,0,FantaBlade Network,XD,"1,000,000 .. 2,000,000",10.99
553660,PWND,2018-04-06,1,Skydance Interactive,Skydance Interactive,"100,000 .. 200,000",0.0
553680,Hand Eye Cubination,2016-12-01,0,Virtual Vitality,Virtual Vitality,"0 .. 20,000",0.99
553690,Dustoff Heli Rescue 2,2017-05-29,0,Invictus Games Ltd.,Invictus Games Ltd.,"0 .. 20,000",7.99
553760,Einlanzer,2017-03-01,0,Andrew Ryan Henke,Nostalgia Addict Games,"20,000 .. 50,000",2.99
553780,ARK BOX Unlimited,2016-11-29,0,"PolarityFlow, Adrian Zingg",PolarityFlow,"0 .. 20,000",4.99
553790,Once in Yaissor,2016-11-09,0,Valera Entertainment,Valera Entertainment,"500,000 .. 1,000,000",0.49
553800,Lunar Stone - Origin of Blood,2016-11-18,0,Zenox Studio,"GQJoy Co.,Ltd","0 .. 20,000",4.99
553820,DeathMetal,2016-11-18,0,Playito.com,Playito.com,"20,000 .. 50,000",2.99
553830,100 nya,2016-11-12,0,.M.Y.W.,.M.Y.W.,"0 .. 20,000",9.99
553850,HELLDIVERS™ 2,N,0,Arrowhead Game Studios,PlayStation Publishing LLC,"20,000,000 .. 50,000,000",39.99
553880,Archangel™: Hellfire - Enlist FREE,2017-08-02,1,Skydance Interactive,Skydance Interactive,"50,000 .. 100,000",0.0
553910,Mystic Defense,2016-11-23,0,Mystified Games,Mystified Games,"0 .. 20,000",0.99
553940,Bartigo,N,0,Shmann Games,Shmann Games,"0 .. 20,000",0.0
553950,GRIDD: Retroenhanced,2017-05-16,0,Antab Studio,Kongregate,"0 .. 20,000",11.99
553960,Husk,2017-02-03,0,UndeadScout,IMGN.PRO,"20,000 .. 50,000",19.99
554140,Desert Ride Coaster,2016-12-07,1,iNFINITE Production,iNFINITE Production,"20,000 .. 50,000",0.0
554150,Frequent Flyer,2017-01-20,0,"Coldwild Games, Vladimir Slav, Helen Nazarenko",Coldwild Games,"20,000 .. 50,000",0.99
554180,Pale Spectrum - Part Two of the Book of Gray Magic,2017-09-28,0,Ithaqua Labs,Ithaqua Labs,"0 .. 20,000",16.99
554220,Oafmatch,2017-05-19,0,NCR Games,Netcore Games,"0 .. 20,000",5.99
554280,Time Carnage VR,2018-04-10,0,Wales Interactive,Wales Interactive,"0 .. 20,000",19.99
554290,Himawari - The Sunflower -,2016-12-09,0,blank-note &amp; Frontwing,"MangaGamer, Sunflower Ocean","0 .. 20,000",34.99
554310,Rage Wars,2016-11-17,0,Lemondo Games,Lemondo Games,"50,000 .. 100,000",0.99
554330,Choppa,2017-02-23,0,Parta Games Oy,Parta Games Oy,"200,000 .. 500,000",0.99
554470,BladeShield,2016-11-28,0,"Rank17, Silicon Storm",Rank17,"0 .. 20,000",2.99
554530,CRACKHEAD,2016-11-10,0,N,Displacement Studios,"50,000 .. 100,000",0.99
554560,Amaranthine Voyage: The Tree of Life Collector's Edition,2016-11-14,0,Eipix Entertainment,Big Fish Games,"0 .. 20,000",9.99
554570,Witanlore: Dreamtime,2017-01-24,0,Druid Gameworks Studio LLC,Druid Gameworks Studio LLC,"0 .. 20,000",0.99
554590,Little Kingdom 2,2016-12-15,0,Andreil Game,Andreil Game,"0 .. 20,000",7.99
554600,Learn Japanese To Survive! Katakana War,2017-01-30,0,Sleepy Duck,RIVER CROW STUDIO,"20,000 .. 50,000",6.99
554610,Ultramegon,N,1,Blackturn ltd,Blackturn ltd,"0 .. 20,000",0.0
554620,Life is Strange: Before the Storm,2017-08-31,0,"Deck Nine, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","2,000,000 .. 5,000,000",16.99
554640,拯救大魔王2 Rescue the Great Demon 2,2016-11-18,1,吃了就睡工作室,indienova,"100,000 .. 200,000",0.0
554650,Brumm Demo,2016-11-16,1,eiloware,eiloware,"0 .. 20,000",0.0
554660,Puzzle Poker,2017-12-18,0,Kevin  Ryan,Top Meadow,"20,000 .. 50,000",2.99
554680,Crazy Saloon VR,2016-11-30,0,Monsieur K,Monsieur K,"0 .. 20,000",1.99
554690,Rotation Phonology: Break,2017-01-22,0,ButterChain,ButterChain,"0 .. 20,000",4.99
554700,Viking Escape,2016-11-10,0,Viktor Pekar,Viktor Pekar,"0 .. 20,000",0.99
554710,Spell Cast,2022-05-10,0,Lance Games,Lance Games,"20,000 .. 50,000",0.99
554720,Ziba,N,0,Sharpless512,Sharpless512,"0 .. 20,000",0.0
554750,Axis Football 2017,2017-08-16,0,Axis Games,Axis Games,"20,000 .. 50,000",4.99
554770,Heavily Armed,2017-06-16,0,"Figurehead Studios, CRASS Studios",CRASS Infotech,"20,000 .. 50,000",4.99
554800,Masky,2016-12-16,0,Digital Melody,Forever Entertainment S. A.,"100,000 .. 200,000",0.49
554810,The Wild Eternal,2017-04-13,1,Ilsanjo,Ilsanjo,"0 .. 20,000",0.0
554820,VideoPad Video Editor,N,0,NCH Software,NCH Software,"0 .. 20,000",99.99
554850,Eon Altar Demo,2016-11-23,1,Flying Helmet Games,Flying Helmet Games,"0 .. 20,000",0.0
554870,SUPERHYPERCUBE,2017-11-07,0,Kokoromi,Polytron,"0 .. 20,000",14.99
554920,0 Day,N,0,Zero Day Games,Zero Day Games,"0 .. 20,000",6.99
554940,VR Apocalypse,2016-12-16,0,NextGen Games,NextGen Games,"0 .. 20,000",0.0
554980,LolliPop: The Best Indie Game,2020-05-27,0,MyPocketGames,MyPocketGames,"0 .. 20,000",2.99
555000,GOAT OF DUTY,2019-07-10,0,34BigThings srl,N,"100,000 .. 200,000",5.99
555010,M.E.R.C.,2017-01-17,0,TinyMob Games,TinyMob Games,"0 .. 20,000",19.99
555020,STARDROP Demo,2017-01-17,1,Joure Visser,Joure Visser,"0 .. 20,000",0.0
555040,Fan Fun,2016-11-09,0,Respect Studios,Respect Studios,"0 .. 20,000",0.99
555050,Racket Fury: Table Tennis VR,2017-11-09,0,Pixel Edge Games,Pixel Edge Games,"0 .. 20,000",29.99
555060,Final Soccer VR,2016-11-17,0,Ivanovich Games,Ivanovich Games,"0 .. 20,000",19.99
555080,Isyium,2016-12-13,0,Glenn Main,Glenn Main,"0 .. 20,000",0.99
555090,The Surrogate,N,1,VR Playhouse,"VR Playhouse, Peter Flaherty","0 .. 20,000",0.0
555110,HandPass VR Demo,2016-11-08,1,Constructive Media,Constructive Media,"0 .. 20,000",0.0
555130,Sonic Hunter VR,2016-11-22,0,"Viriver Network Technology Co., Ltd.","Viriver Network Technology Co., Ltd.","0 .. 20,000",2.99
555150,The First Tree,2017-09-14,0,David Wehle,David Wehle,"200,000 .. 500,000",9.99
555160,Pavlov,2017-02-27,0,Vankrupt Games,Vankrupt Games,"1,000,000 .. 2,000,000",24.99
555170,OneManVurgeR,2016-12-15,0,Dazzle Inc.,Dazzle Inc.,"0 .. 20,000",6.99
555180,InfinitasDM,2016-11-28,0,"Atom Switch, Inc.","Atom Switch, Inc.","0 .. 20,000",9.99
555210,Trick and Treat - Visual Novel,2016-12-30,1,Eternal Night Studios,"Alberto Herrera, Ziel Graywords, Stw projects","200,000 .. 500,000",0.0
555220,Detention,2017-01-12,0,RedCandleGames,"RedCandleGames, AGM PLAYISM","500,000 .. 1,000,000",11.99
555230,The table at war VR,2017-01-16,0,KudaiGame,KudaiGame,"0 .. 20,000",14.99
555260,The Butterfly Sign: Human Error,2017-03-16,0,Quantum Phoenix Bucharest,Quantum Phoenix Bucharest,"50,000 .. 100,000",4.99
555280,M.A.C.E.,2017-03-16,0,EntwicklerX,EntwicklerX,"20,000 .. 50,000",4.99
555290,Little Briar Rose,2016-12-02,0,Elf Games,Elf Games,"20,000 .. 50,000",4.99
555310,Satellite,2018-02-23,0,"7DOTS, Rock Frog","7DOTS, Phoenix_co","0 .. 20,000",3.99
555320,Never give up!,2016-12-29,0,Salamandra88,7DOTS,"20,000 .. 50,000",1.99
555370,1812: The Invasion of Canada,2017-08-04,0,HexWar Games,Hunted Cow Games,"0 .. 20,000",24.99
555400,Collision Course,2017-01-07,0,Crynosaurs,Crynosaurs,"20,000 .. 50,000",9.99
555410,Hearts of Chaos,2017-01-06,0,Warfare Studios,Warfare Studios,"20,000 .. 50,000",6.99
555450,Deus Ex: Breach™,2017-01-24,1,Eidos Montreal,Eidos Interactive Corp.,"50,000 .. 100,000",0.0
555510,MachiaVillain,2018-05-16,0,Wild Factor,Good Shepherd Entertainment,"100,000 .. 200,000",19.99
555520,Riddles of Fate: Wild Hunt Collector's Edition,2016-11-16,0,Elephant Games,Big Fish Games,"0 .. 20,000",9.99
555570,Infestation: The New Z,2016-11-22,1,Fredaikis AB,OP Productions LLC,"2,000,000 .. 5,000,000",0.0
555580,The Legend of Dark Witch 2 （魔神少女エピソード２）,2017-01-20,0,INSIDE SYSTEM,INSIDE SYSTEM,"0 .. 20,000",1.99
555600,Hopalong: The Badlands,2017-11-21,0,From the Future LLC,From the Future LLC,"0 .. 20,000",9.99
555610,Gunmetal Arcadia Zero,2016-11-15,0,Minor Key Games,Minor Key Games,"50,000 .. 100,000",5.99
555630,A Magical High School Girl / 魔法の女子高生,2016-11-22,0,illuCalab,Sekai Project,"50,000 .. 100,000",9.99
555640,Japanese School Life,2016-11-22,0,code:jp,Sekai Project,"50,000 .. 100,000",9.99
555650,"Love, Guitars, and the Nashville Skyline",2016-11-22,0,Cosmillica,Sekai Project,"0 .. 20,000",9.99
555660,Red Forest,2016-11-16,0,BiscuitPlay,BiscuitPlay,"50,000 .. 100,000",0.69
555670,Infinitum,2017-01-04,0,VGstudio,VGstudio,"50,000 .. 100,000",4.99
555710,Zolg,2016-12-02,0,Robert Alvarez,Robert Alvarez,"100,000 .. 200,000",0.99
555720,Grave Danger,2016-12-19,0,jeffgamedev,jeffgamedev,"20,000 .. 50,000",9.99
555730,Robot City Stadium,2016-12-21,0,Virtual Vengeance,Virtual Vengeance,"0 .. 20,000",9.99
555750,Masked Forces,2016-11-23,0,FreezeNova,FreezeNova,"50,000 .. 100,000",0.99
555810,Quicken WillMaker Plus 2017,2017-01-19,0,Nolo,Individual Software,"50,000 .. 100,000",0.0
555820,Grim Facade: Mystery of Venice Collector’s Edition,2016-11-18,0,AMAX Interactive,Big Fish Games,"0 .. 20,000",9.99
555830,Vecitas,2017-04-12,0,Patagoniart,Patagoniart,"0 .. 20,000",7.99
555850,Galactic Landing,2016-12-09,0,Kobra Studio,Kobra Studio,"20,000 .. 50,000",1.99
555880,Sairento VR,2018-02-06,0,"Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd",Mixed Realms Pte Ltd,"100,000 .. 200,000",29.99
555890,Burgers 2,2017-01-13,0,Digitized Organism,Digitized Organism,"0 .. 20,000",2.99
555910,Japanese School Life Demo,2016-11-14,1,Code:jp,Sekai Project,"0 .. 20,000",0.0
555920,Dark Egypt,2017-02-07,0,GDNomaD,GDNomaD,"0 .. 20,000",0.49
555930,Madness,2016-11-22,0,Indie Games Studio,Enoops,"20,000 .. 50,000",0.99
555950,Danganronpa Another Episode: Ultra Despair Girls,2017-06-27,0,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","200,000 .. 500,000",29.99
555970,Awaken,2017-01-26,0,Blueprint Reality Inc.,Blueprint Reality Inc.,"0 .. 20,000",29.99
556000,Gold Crusader Remastered Edition,2016-11-22,0,"West Forest Games, Enigma Entertainment",Enigma Entertainment,"0 .. 20,000",4.99
556050,Hyper Jam,2019-02-12,0,Bit Dragon,Bit Dragon,"20,000 .. 50,000",2.59
556060,Detective Gallo,2018-05-30,0,Footprints Games,Footprints Games,"100,000 .. 200,000",14.99
556090,FIGHTING SPACE,2016-12-20,0,Apology Games,Apology Games,"0 .. 20,000",4.99
556130,"Drones, The Human Condition",2016-12-01,0,Blunt Games,ninjainatux,"50,000 .. 100,000",5.99
556140,We Are Stars,2016-12-16,0,NSC Creative,NSC Creative,"20,000 .. 50,000",9.99
556160,PHAT STACKS,2016-11-29,0,ColloseusX,Phat Phrog Studios,"200,000 .. 500,000",1.99
556170,vRhythm Demo,2017-01-07,1,Pixelpointer Studios,Pixelpointer Studios,"0 .. 20,000",0.0
556180,Mysterium: A Psychic Clue Game,2017-01-12,0,"Twin Sails Interactive, Playsoft",Twin Sails Interactive,"100,000 .. 200,000",6.99
556190,Seven Seas Solitaire,2016-11-29,0,Anawiki Games,Anawiki Games,"0 .. 20,000",9.99
556200,Blue Crystal,2019-05-01,0,Storm Signal,Storm Signal,"0 .. 20,000",8.99
556230,Off-Road Paradise: Trial 4x4,2017-02-06,0,Ivanovich Games,Ivanovich Games,"0 .. 20,000",19.99
556240,Disoriented,2016-11-21,0,BrickCream,BrickCream,"100,000 .. 200,000",2.99
556250,Final Core,2017-01-11,0,Tabc3dd,Tabc3dd,"0 .. 20,000",0.99
556260,Gil's Lucid Dreams,2017-10-17,0,Oblion Studio,Oblion Studio,"50,000 .. 100,000",0.99
556280,Neon Prism,2016-11-18,0,EGAMER,SA Industry,"200,000 .. 500,000",16.99
556300,Age of Farming,N,0,Evergreen,Evergreen,"0 .. 20,000",0.99
556310,TMM: Entourage,2017-08-31,0,Chocolate Ship Games,Chocolate Ship Games,"0 .. 20,000",2.99
556340,King Kaiju,2017-01-31,0,"Fire Hose Games, Manekoware",Fire Hose Games,"0 .. 20,000",4.99
556430,Street Posse Showdown Demo,2016-11-21,1,LS Ensemble,LS Ensemble,"0 .. 20,000",0.0
556490,Debrysis - an Awesome Badtrip,N,0,OUEO factory,OUEO factory,"0 .. 20,000",0.0
556520,Housekeeping VR,2017-02-21,0,Peach Pie Productions,Glass Hand Studios,"0 .. 20,000",4.99
556530,Faerie Solitaire Dire,2020-09-07,0,Subsoap,Puppygames,"0 .. 20,000",19.99
556540,Pyramid VR,2017-08-31,0,"Christopher Meyer, Alvaro Urrutia Luna",Notso Entertaining Productions,"0 .. 20,000",1.99
556640,Gladius | Gladiator VR Sword fighting,2022-10-29,0,VirtualAge,VirtualAge,"20,000 .. 50,000",14.99
556660,A Magical High School Girl Demo,2016-11-13,1,illuCalab,Sekai Project,"0 .. 20,000",0.0
556680,INTRUDER - WAR AREAS,2016-12-12,0,Play One Game Studio,Play One Game Studio,"0 .. 20,000",15.99
556700,Heavy Impact,2016-12-20,0,Studio Captivate,Studio Captivate,"0 .. 20,000",19.99
556710,Marrow,2016-11-25,0,Fever Dream Gameworks,Fever Dream Gameworks,"0 .. 20,000",9.99
556720,Off-Road Super Racing,2016-12-22,1,GameTop.com,GameTop.com,"0 .. 20,000",0.0
556740,LEGRAND LEGACY: Tale of the Fatebounds,2018-01-24,0,SEMISOFT,SEMISOFT,"20,000 .. 50,000",19.99
556750,SourVR Video Player,2016-11-21,1,"River Twice Co., Ltd.","River Twice Co., Ltd.","20,000 .. 50,000",0.0
556770,Star Phoenix,2016-11-24,0,Blazar Games,Blazar Games,"0 .. 20,000",9.99
556780,Neptune: Arena FPS,2017-10-20,0,GENOVA Softworks,GENOVA Softworks,"20,000 .. 50,000",2.99
556820,Warbands: Bushido,2017-09-15,1,Red Unit Studios,Red Unit Studios,"100,000 .. 200,000",0.0
556830,GemWars,2016-11-29,0,"uyi technology Co,Ltd","uyi technology Co,Ltd","0 .. 20,000",7.99
556840,The Dome,2017-03-02,0,Route 66 Games,Route 66 Games,"0 .. 20,000",17.99
556850,Handy Dice,2017-04-20,0,Nuclear,Nuclear,"0 .. 20,000",2.99
556860,Gladiator School,2017-11-09,0,Raptor Claw Games,"Raptor Claw Games, Millendream","0 .. 20,000",9.99
556870,Charlie's Adventure,2016-11-29,0,EGAMER,SA Industry,"50,000 .. 100,000",13.99
556890,Dreamcage Escape,2016-11-16,0,Big Loop Studios,Big Loop Studios,"0 .. 20,000",1.99
556920,Equilibrium Of Divinity,2017-10-16,0,Infernal Anvil Games,Infernal Anvil Games,"0 .. 20,000",14.99
556930,ARAYA Demo,2016-11-16,1,MAD Virtual Reality Studio,MAD Virtual Reality Studio,"0 .. 20,000",0.0
556960,Lost Wing,2020-07-31,0,BoxFrog Games,2Awesome Studio,"0 .. 20,000",7.99
556990,Rage Against The Zombies,2017-01-18,0,3DDUO,"Plug In Digital, Fun4Family","20,000 .. 50,000",0.79
557030,Avenger Bird,2017-01-05,0,TiliaSoft,Ultimate Games S.A.,"50,000 .. 100,000",3.99
557040,99Vidas,2016-12-22,0,QUByte Interactive,QUByte Interactive,"50,000 .. 100,000",12.99
557180,League of Maidens®,2021-02-25,1,Maiden Gaming Inc.,Maiden Gaming Inc.,"500,000 .. 1,000,000",0.0
557190,BuildMoreCubes,2016-11-21,0,HA Studio Ltd.,SA Industry,"20,000 .. 50,000",4.99
557220,MAGICAL×SPIRAL Demo,2016-12-16,1,Broken Desk,Sekai Project,"0 .. 20,000",0.0
557240,Afterlife,2018-11-16,0,LucasArts,"Lucasfilm, Disney","0 .. 20,000",5.99
557260,iREC,2017-01-16,0,Labory,SA Industry,"100,000 .. 200,000",4.99
557320,Credence Filter,N,0,Typical Games,Typical Games,"0 .. 20,000",0.0
557330,>//:System.Hack,2017-05-11,0,Nullray Gaming,Nullray Gaming,"0 .. 20,000",10.99
557340,My Friend Pedro,2019-06-20,0,DeadToast Entertainment,Devolver Digital,"1,000,000 .. 2,000,000",19.99
557400,Midas Gold Plus,2017-02-01,1,Holyday Studios,Holyday Studios,"200,000 .. 500,000",0.0
557410,Dream Quest,2016-12-08,0,Peter Whalen,Peter Whalen,"0 .. 20,000",9.99
557420,Kamio Recoil,2016-12-21,0,Shindenken,Fruitbat Factory,"20,000 .. 50,000",7.99
557460,ToledoVR,2017-01-16,0,SomeDudes,SomeDudes,"0 .. 20,000",8.99
557520,Torn,2018-08-28,0,Aspyr,Aspyr,"0 .. 20,000",29.99
557540,Legrand Legacy Demo,2016-11-16,1,SEMISOFT,SEMISOFT,"0 .. 20,000",0.0
557560,Dreamcage Escape Demo,2016-11-16,1,Big Loop Studios ltd.,Big Loop Studios ltd.,"0 .. 20,000",0.0
557570,Able Black,2016-12-21,0,Skot Leach,Skot Leach,"0 .. 20,000",0.99
557580,Ancient Guardian,2019-12-23,0,North Lab,North Lab,"100,000 .. 200,000",7.99
557600,Gorogoa,2017-12-14,0,Buried Signal,Annapurna Interactive,"200,000 .. 500,000",14.99
557630,Hello Charlotte EP2: Requiem Aeternam Deo,2016-11-21,1,etherane,etherane,"20,000 .. 50,000",0.0
557670,Spooky Night,2016-12-31,1,ClubHouseVR,ClubHouseVR,"0 .. 20,000",0.0
557680,Germ Wars,2016-11-21,0,Svarog Studios,Back To Basics Gaming,"100,000 .. 200,000",0.99
557700,Empyrean,2016-12-01,0,Choice of Games,Choice of Games,"0 .. 20,000",6.99
557710,Empyrean Demo,2016-12-01,1,Choice of Games,Choice of Games,"0 .. 20,000",0.0
557720,Love Chronicles: The Spell Collector's Edition,2017-01-25,0,Vendel Games,Big Fish Games,"0 .. 20,000",9.99
557730,I Hate Santa,2016-12-02,0,VirtualRock VR,VirtualRock VR,"0 .. 20,000",2.99
557750,Giants: Citizen Kabuto,2016-12-02,0,Planet Moon Studios,Interplay,"20,000 .. 50,000",9.99
557760,Of Light and Darkness,2017-02-22,0,Tribal Dreams,Interplay Entertainment Corp.,"0 .. 20,000",9.99
557770,Pawn,2016-12-09,0,ODBear Studios,ODBear Studios,"0 .. 20,000",6.99
557790,Goblet of Maya,2016-12-15,0,CubeInSquare,CubeInSquare,"50,000 .. 100,000",1.99
557800,Hello Charlotte Demo,2016-11-21,1,etherane,etherane,"0 .. 20,000",0.0
557810,Clicker Guild,2016-12-16,1,Fox Dawn,Fox Dawn,"100,000 .. 200,000",0.0
557830,My Pet Rock,2017-01-23,0,Carl Games,Carl Games,"0 .. 20,000",2.99
557840,BuildMoreCubes Demo,2016-11-29,1,HA Studio Ltd.,HA Studio Ltd.,"0 .. 20,000",0.0
557850,Magnificent Ships: Volume 1,2016-11-28,0,VROOM,VROOM,"0 .. 20,000",9.99
557860,Azurea Juncture,2016-11-15,0,Rimebelle Express,Rimebelle Express,"0 .. 20,000",4.99
557880,Say Goodbye,2017-01-03,1,morojenoe's empire,morojenoe's empire,"20,000 .. 50,000",0.0
557890,Sunset's Ashes,2016-11-17,1,Fifth One,Fifth One,"50,000 .. 100,000",0.0
557900,A Walk in the Woods,2020-04-21,1,Brightdawn Entertainment,Brightdawn Entertainment,"0 .. 20,000",0.0
557910,Tales Demo,2016-11-15,1,Ape Marina,Screen 7,"0 .. 20,000",0.0
557940,The Muybridge Mausoleum,2017-07-10,1,Most Ancient,Most Ancient,"0 .. 20,000",0.0
557950,FATAL ERROR - RTS,2021-09-27,0,"Jeffrey Lu, Freddy Lu","Jeffrey Lu, Freddy Lu","0 .. 20,000",4.99
557960,Beach Bowling Dream VR,2017-01-13,0,"Lucid Dreams VR, LLC","Lucid Dreams VR, LLC","0 .. 20,000",0.99
557970,Teria,2017-01-17,0,ElZzap Software,Volens Nolens Games,"50,000 .. 100,000",4.99
558010,REVIVAL RESET,2016-12-22,0,rakusomoku,rakusomoku,"0 .. 20,000",16.99
558050,Princess Kidnapper VR,2016-11-17,0,MAGIC ERA,MAGIC ERA,"0 .. 20,000",6.99
558060,Candy Island,2016-11-27,0,Fun Rainbow,Fun Rainbow,"0 .. 20,000",0.99
558100,Art of War: Red Tides,2016-12-22,1,Game Science,Game Science,"1,000,000 .. 2,000,000",0.0
558110,Odyssey - The Story of Science,2017-04-19,0,The Young Socratics,The Young Socratics,"50,000 .. 100,000",14.99
558230,Elsword Free-to-Play,2018-06-14,1,N,N,"0 .. 20,000",
558260,Gravel,2018-02-27,0,Milestone S.r.l.,Milestone S.r.l.,"100,000 .. 200,000",19.99
558280,Mosaic: Game of Gods Demo,2016-11-21,1,New Bridge Games,New Bridge Games,"0 .. 20,000",0.0
558340,Faces of Illusion: The Twin Phantoms,2017-01-19,0,Moonrise Interactive,Artifex Mundi,"50,000 .. 100,000",14.99
558410,Cannonfire Concerto,2016-12-08,0,Choice of Games,Choice of Games,"0 .. 20,000",5.99
558420,Stories Untold,2017-02-27,0,No Code,Devolver Digital,"200,000 .. 500,000",9.99
558430,Cannonfire Concerto Demo,2016-12-08,1,Choice of Games,Choice of Games,"0 .. 20,000",0.0
558440,The Night Christmas Ended,2016-12-04,0,Giant Goblin Studio,Giant Goblin Studio,"0 .. 20,000",2.99
558450,Fibrillation HD,2017-04-11,0,Egor Rezenov,Egor Rezenov,"20,000 .. 50,000",4.99
558490,Crossroad Mysteries: The Broken Deal,2017-09-01,0,N-Tri Studio,N-Tri Studio,"0 .. 20,000",9.99
558500,Relativity Demo,2016-11-28,1,TomCGames,TomCGames,"0 .. 20,000",0.0
558650,Star Kingdom - The Elements,N,0,"Hyperator, Inc.","Hyperator, Inc.","0 .. 20,000",0.99
558660,it's always monday,2016-11-22,0,Alon Zubina,Alon Zubina,"100,000 .. 200,000",1.99
558670,The Agency of Anomalies: Cinderstone Orphanage Collector's Edition,2016-11-21,0,Orneon,Big Fish Games,"0 .. 20,000",9.99
558680,KYOTO TANOJI QUEST,2016-12-23,1,"Media Impact Co.,Ltd","Media Impact Co.,Ltd","0 .. 20,000",0.0
558710,REVIVAL RESET Demo,2016-12-22,1,rakusomoku,rakusomoku,"0 .. 20,000",0.0
558720,Tribal Siege,2017-06-13,0,BOHDOKUMEN.,BOHDOKUMEN.,"0 .. 20,000",19.99
558740,CRAFT: Work VR Shop,2016-12-07,0,CRAFT,CRAFT,"0 .. 20,000",6.99
558770,Sorcerers of Kinetics (VR) Demo,2016-11-17,1,JaudaLabs,JaudaLabs,"0 .. 20,000",0.0
558780,Sonya: The Great Adventure,2017-04-14,0,Specialbit Studio,Specialbit Studio,"0 .. 20,000",6.99
558790,Queen's Quest 2: Stories of Forgotten Past,2017-02-09,0,Brave Giant LTD,Artifex Mundi,"20,000 .. 50,000",14.99
558850,Children of Colossus,2016-12-15,0,Colossus Interactive,Colossus Interactive,"0 .. 20,000",4.99
558870,Club Naughty,2016-11-18,0,Ripknot Systems,Ripknot Systems,"0 .. 20,000",24.99
558980,Abduction Demo,2016-11-25,1,Red Iron Labs,Red Iron Labs,"0 .. 20,000",0.0
558990,Opus Magnum,2017-12-07,0,Zachtronics,Zachtronics,"200,000 .. 500,000",19.99
559010,Cosmic Sugar VR,2016-11-27,1,David Lobser,Object Normal,"50,000 .. 100,000",0.0
559030,Siege Saga,2018-02-28,0,PlayZilla.tk,PlayZilla.tk,"0 .. 20,000",4.99
559070,Zak McKracken and the Alien Mindbenders,2018-11-16,0,Lucasfilm Games,"Lucasfilm, Disney","20,000 .. 50,000",5.99
559100,Phantom Doctrine,2018-08-14,0,CreativeForge Games,Good Shepherd Entertainment,"200,000 .. 500,000",39.99
559130,Inner Voices,2017-05-10,0,Sigma Games,No Gravity Games,"20,000 .. 50,000",9.99
559140,Pinheads Bowling VR,N,0,"Midnight Studios, Inc.","Midnight Studios, Inc.","0 .. 20,000",11.99
559150,Royal Detective: The Lord of Statues Collector's Edition,2016-11-23,0,Elephant Games,Big Fish Games,"0 .. 20,000",9.99
559170,"Ready, Aim, Splat!",2017-01-12,0,Blue Volcano Studio,Blue Volcano Studio,"0 .. 20,000",4.99
559210,Rakuen,2017-05-10,0,Laura Shigihara,Laura Shigihara,"200,000 .. 500,000",14.99
559250,Ghostlight Manor,2016-12-10,0,Digital Future Lab,Functional Unicorn,"0 .. 20,000",6.99
559260,Wayward Souls,2019-08-28,0,Rocketcat Games,Rocketcat Games,"0 .. 20,000",3.74
559280,Snailiens,2018-11-20,0,562 Interactive,562 Interactive LLC.,"0 .. 20,000",14.99
559300,Thunder Spheres - Virtual Reality 3D Pool,2016-12-09,0,stickee,stickee,"0 .. 20,000",2.99
559310,Illyriad - Grand Strategy MMO,2017-01-11,1,Illyriad Games,Illyriad Games,"20,000 .. 50,000",0.0
559330,A Fisherman's Tale,2019-01-22,0,InnerspaceVR,Vertigo Games,"100,000 .. 200,000",14.99
559350,EURGAVA™: Fight for Haaria,2016-12-01,0,Ibrahim Indra Baskara,Ibrahim Indra Baskara,"0 .. 20,000",4.99
559360,Brocat: the B Game,2018-11-09,0,Fresh Red Minsche Experimental,Fresh Red Minsche Experimental,"0 .. 20,000",1.99
559450,Demented Pixie,2016-12-14,0,Molegato,Molegato,"0 .. 20,000",4.99
559610,Love Ribbon,2017-01-27,0,Razzart Visual,Razzart Visual,"100,000 .. 200,000",9.99
559620,Outlaws + A Handful of Missions,2018-11-16,0,LucasArts,"Lucasfilm, Disney","20,000 .. 50,000",5.99
559630,Kid Baby: Starchild,2019-04-24,0,Exit Earth Entertainment,Exit Earth Entertainment,"0 .. 20,000",19.99
559640,Betrayal Collection,2016-12-15,0,Dynamix,Activision,"0 .. 20,000",5.99
559650,Witch It,2020-10-22,0,Barrel Roll Games,Barrel Roll Games,"1,000,000 .. 2,000,000",3.99
559680,Vampire: The Masquerade - Redemption,2017-04-18,0,Nihilistic Software,Activision,"50,000 .. 100,000",5.99
559690,Magma Chamber Demo,2016-11-18,1,IndieKeep Games,IndieKeep Games ,"0 .. 20,000",0.0
559700,The Eyes of Ara Demo,2016-11-17,1,100 Stones Interactive,100 Stones Interactive,"0 .. 20,000",0.0
559850,Time Tenshi 2: Special Edition,2016-11-21,0,Silver Cow Studio,Silver Cow Studio,"0 .. 20,000",15.99
