app_id,name,release_date,is_free,developer,publisher,owners_range,price
1895540,1001 Jigsaw Legends of Mystery 3,2022-02-24,0,Somer Games,8floor,"0 .. 20,000",4.99
1895550,1001 Jigsaw Detective 2,2022-06-13,0,Somer Games,8floor,"0 .. 20,000",4.99
1895560,1001 Black Raven Jigsaw,2022-04-17,0,Somer Games,8floor,"0 .. 20,000",4.99
1895620,Fishing Paradiso Demo,2022-02-09,1,N,N,"0 .. 20,000",
1895630,VRM Posing Desktop,2022-02-27,0,ElvCatDev,ElvCatDev,"0 .. 20,000",11.99
1895640,I Love Finding Critters,2022-04-11,0,Tiny Little Lion,Boomzap Inc,"0 .. 20,000",11.99
1895650,Crupt,2022-04-28,0,Aldinyx,Aldinyx,"0 .. 20,000",7.99
1895660,Koncolos: Prologue,2022-03-04,1,N,N,"0 .. 20,000",
1895720,Project Three,N,0,N,N,"0 .. 20,000",
1895730,Sky Resort - Delphi & Jessy Demo,2022-04-15,1,N,N,"0 .. 20,000",
1895740,THE WORST GAME,2022-12-26,1,N,N,"0 .. 20,000",
1895760,Coral Drive,2022-03-10,0,Happy Daram Inc.,Happy Daram Inc.,"0 .. 20,000",1.99
1895780,Sexy Space Airlines,2022-03-23,1,N,N,"0 .. 20,000",
1895810,Infinity Strash: DRAGON QUEST The Adventure of Dai,2023-10-12,0,"Square Enix, GameStudio Inc., KAI GRAPHICS INC.",Square Enix,"20,000 .. 50,000",59.99
1895820,Greedventory,2023-05-17,0,Black Tower Basement,Nordcurrent Labs,"0 .. 20,000",19.99
1895850,Graze Counter GM Demo,2022-02-08,1,N,N,"0 .. 20,000",
1895860,Monster Girls and the Mysterious Adventure 2,2022-08-26,0,NEKOTOKAGE GAMES,NEKOTOKAGE GAMES,"20,000 .. 50,000",24.99
1895870,Pusher,2022-02-17,0,Devblazer,Devblazer,"0 .. 20,000",0.99
1895880,Ratchet & Clank: Rift Apart,2023-07-26,0,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC,"500,000 .. 1,000,000",59.99
1895890,9 Childs Street,2023-02-16,0,"N4bA, SsmA",N4bA,"0 .. 20,000",6.99
1895910,Crossfire: Legion Demo,2023-08-28,1,N,N,"0 .. 20,000",
1895920,白晓,2022-05-02,1,N,N,"0 .. 20,000",
1895950,Doki Doki House,2022-12-01,0,Genuine,Giiku Games,"0 .. 20,000",12.99
1895960,Wicked Dolls,2022-07-30,0,Turtle Ship Studio,Turtle Ship Studio,"20,000 .. 50,000",7.99
1895970,Robotherapy,2023-08-07,0,Lucas Molina,Lucas Molina,"0 .. 20,000",4.99
1895980,Marlon's Mystery Demo,2023-01-31,1,N,N,"0 .. 20,000",
1896000,Construction Manager,N,0,N,N,"0 .. 20,000",
1896010,It's Hasegawa-san!?,2023-02-28,0,Mk-II,Mk-II,"0 .. 20,000",1.99
1896020,Running in the Y2K,2022-05-10,1,N,N,"0 .. 20,000",
1896070,ABRISS Playtest,2022-02-10,0,N,N,"0 .. 20,000",
1896090,The Claws of Blood,2022-09-15,0,circle J,WASABI entertainment,"0 .. 20,000",4.99
1896120,Jumphobia: Homeward Bound Demo,2022-02-17,1,N,N,"0 .. 20,000",
1896130,Grimstar: Crystals are the New Oil! Demo,2022-02-21,1,N,N,"0 .. 20,000",
1896140,RoguePG,2022-03-15,0,Tayler Tolman,TMT Studios,"0 .. 20,000",0.99
1896160,Warplan Pacific,2022-03-17,0,Kraken Studios,Slitherine Ltd.,"0 .. 20,000",39.99
1896170,Prince of Suburbia - Part 1,2023-12-21,1,N,N,"0 .. 20,000",
1896190,Apocalyptic,2022-06-30,0,"Darkvale Games, Liralyss","Darkvale Games, Liralyss","0 .. 20,000",4.99
1896200,Down Fall,2022-06-29,0,Column Corp.,Column Corp.,"0 .. 20,000",2.99
1896250,Happy Conquistador,N,0,N,N,"0 .. 20,000",
1896280,Apocalyptic Playtest,2022-06-16,0,N,N,"0 .. 20,000",
1896310,Backrooms of Reality,N,0,N,N,"0 .. 20,000",
1896330,Shroomscape Zone,N,0,N,N,"0 .. 20,000",
1896350,Shroomscape Zone Demo,2022-03-07,1,N,N,"0 .. 20,000",
1896360,Get Tanked! Playtest,2022-03-25,0,N,N,"0 .. 20,000",
1896370,Return of the Video Dead - Demon in the Shell,N,0,N,N,"0 .. 20,000",
1896390,Stickman Trenches,2023-03-01,0,Big Play Games,Big Play Games,"50,000 .. 100,000",5.99
1896420,The Ghost Ship,2022-06-30,0,"Ryan Morin, Joshua Mildenhall","Ryan Morin, Joshua Mildenhall","0 .. 20,000",9.99
1896450,Dank Subs,2022-05-10,1,N,N,"0 .. 20,000",
1896510,Nova Slash: Unparalleled Power,2022-03-24,0,Icuzo,Icuzo,"0 .. 20,000",0.99
1896530,Foreign Dreams,2022-02-22,0,GFI,GFI,"0 .. 20,000",2.49
1896550,Disc Golf: Game On,2023-03-24,0,Pigs Fly Games,Pigs Fly Games,"0 .. 20,000",19.99
1896570,Final Stardust: Cosmic Nexus,2024-06-24,0,NourSaiFR,indie.io,"0 .. 20,000",14.99
1896610,Edge of Reality: Lost Secrets of the Forest Collector's Edition,2022-02-08,0,Friendly Fox,Big Fish Games,"0 .. 20,000",13.99
1896620,Detectives United: Deadly Debt Collector's Edition,2022-02-11,0,Elephant Games,Big Fish Games,"0 .. 20,000",13.99
1896630,Everplast,2022-02-24,0,WraithWinterly,WraithWinterly,"0 .. 20,000",6.99
1896650,Soul In the Chamber,2022-04-25,1,N,N,"0 .. 20,000",
1896660,Pasajeros,2022-03-12,1,N,N,"0 .. 20,000",
1896670,Voodoo Detective Playtest,2022-02-08,0,N,N,"0 .. 20,000",
1896690,Remains Of Morrow,N,0,N,N,"0 .. 20,000",
1896700,Wylde Flowers,2022-09-20,0,Studio Drydock Pty Ltd,Studio Drydock Pty Ltd,"50,000 .. 100,000",24.99
1896710,Project Xenoflora,2022-02-17,1,N,N,"0 .. 20,000",
1896720,Dumb Little Robots,2022-08-24,0,Gilgantuan,Gilgantuan,"0 .. 20,000",1.99
1896740,Vortex Demo,2022-02-20,1,N,N,"0 .. 20,000",
1896750,Cursed,N,1,N,N,"0 .. 20,000",
1896760,Underling Uprising,N,0,N,N,"0 .. 20,000",
1896770,Note Brawl,2022-03-17,1,N,N,"0 .. 20,000",
1896790,SEX feat Ned,N,0,N,N,"0 .. 20,000",
1896800,Momo's Conflict,2022-07-29,0,おおかみの休日,WASABI entertainment,"0 .. 20,000",5.99
1896810,Still be a Human,2022-08-01,0,Something Isnt Right,Something Isnt Right,"0 .. 20,000",4.99
1896820,JUNGLE RUNNER,2022-02-21,0,Piece Of Voxel,Piece Of Voxel,"0 .. 20,000",24.99
1896840,Sexy Furry,2022-07-17,0,Reddiamondgames,Reddiamondgames,"0 .. 20,000",0.49
1896870,Sodom-R,2022-03-03,0,"PastureSoft, pastgame",PastureSoft,"0 .. 20,000",11.99
1896880,Dungeons of Dreadrock,2022-03-14,0,Prof. Dr. Christoph Minnameier,Prof. Dr. Christoph Minnameier,"20,000 .. 50,000",5.99
1896900,Rail Route: The Story of Jozic,2022-06-21,1,N,N,"0 .. 20,000",
1896930,Elephant's Graveyard,2022-05-06,0,Broelbrak,Broelbrak,"0 .. 20,000",2.99
1896970,Space Mechanic Simulator: Prologue Playtest,2023-01-09,0,N,N,"0 .. 20,000",
1896980,The Chronicles of Hercules II - Wrath of Kronos,2022-02-21,0,EfunSoft Games,HH-Games,"0 .. 20,000",5.99
1896990,Blazing Worldstars,N,0,N,N,"0 .. 20,000",
1897000,Pow! 2,2022-03-07,0,The 25th Studio,The 25th Studio,"0 .. 20,000",0.99
1897010,Machinicide,N,0,N,N,"0 .. 20,000",
1897030,Prison King,N,0,N,N,"0 .. 20,000",
1897040,SWAT Commander Demo,2024-04-15,1,N,N,"0 .. 20,000",
1897050,VARIOUS DAYLIFE,2022-09-13,0,"Square Enix, DOKIDOKI GROOVE WORKS",Square Enix,"20,000 .. 50,000",28.99
1897060,VELASTER,N,0,N,N,"0 .. 20,000",
1897070,Gone rogue Demo,2022-02-05,1,N,N,"0 .. 20,000",
1897100,Mirage In Darkness,N,0,N,N,"0 .. 20,000",
1897110,Edge of Sanity,2024-09-13,0,Vixa Games,Daedalic Entertainment,"0 .. 20,000",19.99
1897120,Happiness Double Room,2022-09-28,0,Connection,"Alice Publication, Connection","0 .. 20,000",12.99
1897140,Vacuum Ball,2022-02-23,0,NanningsGames,NanningsGames,"20,000 .. 50,000",1.99
1897150,Brothers,2022-03-11,0,Parables Games,Parables Games,"0 .. 20,000",0.99
1897170,Starcom: Unknown Space Playtest,2022-05-07,0,N,N,"0 .. 20,000",
1897210,Lost in Play Demo,2022-02-20,1,N,N,"0 .. 20,000",
1897250,The Sword of Rhivenia,2022-07-07,0,Hosted Games,Hosted Games,"0 .. 20,000",7.99
1897260,The Sword of Rhivenia Demo,2022-07-07,1,N,N,"0 .. 20,000",
1897300,Eaves,N,0,N,N,"0 .. 20,000",
1897320,Garden Guardian,2022-08-09,0,Liam Allen-Miller,Liam Allen-Miller,"0 .. 20,000",4.99
1897330,Helga the Viking Warrior,2022-03-19,0,eFunSoft Games,HH-Games,"0 .. 20,000",5.99
1897340,Innocence Island,2022-09-15,0,Rainy Night Creations,Rainy Night Creations,"0 .. 20,000",19.99
1897350,THE NEW CHRONICLES OF NOAH'S ARK,2022-03-08,0,eFunSoft Games,HH-Games,"0 .. 20,000",5.99
1897380,Zemblanity,2022-04-03,0,XenOxygen,XenOxygen,"0 .. 20,000",3.99
1897400,Master Show VR,2022-03-03,0,Bunker Surfer,Aaron CB,"0 .. 20,000",7.99
1897410,The Thief,2022-04-01,0,GamesBraz,GamesBraz,"20,000 .. 50,000",4.99
1897420,Radio Free Europa,2024-01-04,0,Scott McClusky,Coffee Puck Games,"20,000 .. 50,000",7.99
1897430,Obsessive Revenge,2022-04-09,0,GamesBraz,GamesBraz,"0 .. 20,000",4.99
1897450,U-Boot: The Board Game - Digital Edition,N,0,N,N,"0 .. 20,000",
1897460,DANGER OF LOSS,2022-02-21,0,Max Pedro,Louie Inc,"0 .. 20,000",19.99
1897470,Bill,N,0,N,N,"0 .. 20,000",
1897480,Devil's Island,2023-08-24,0,Never Say Never,Never Say Never,"0 .. 20,000",12.99
1897490,Nightfall,2022-04-08,1,N,N,"0 .. 20,000",
1897510,LAETUS.,2022-04-22,0,"AjSpeed, Filip Budd",AjSpeed,"0 .. 20,000",2.99
1897520,Behind Border Zone,2022-02-23,0,SoerGame,SoerGame,"0 .. 20,000",1.99
1897530,Meat Saw,2022-03-11,1,N,N,"0 .. 20,000",
1897570,Visualis Dynamics,2022-05-14,0,"François Sahy, Marc Vuffray",François Sahy,"0 .. 20,000",9.99
1897580,SEARCH ALL - RUNES,2022-02-22,0,Laush Dmitriy Sergeevich,Laush Studio,"20,000 .. 50,000",2.99
1897590,NORTHMEN: Wrath of Vikings,N,0,N,N,"0 .. 20,000",
1897600,Dungeon Blocks,2022-03-09,0,Fortcullis Games,Fortcullis Games,"0 .. 20,000",3.99
1897620,Heir Obscure Demo,2022-02-09,1,N,N,"0 .. 20,000",
1897630,Garbage Pail Kids: Mad Mike and the Quest for Stale Gum,2022-10-25,0,"Retrotainment Games, Digital Eclipse",iam8bit Presents,"0 .. 20,000",9.99
1897650,Dream Tactics,2024-04-15,0,Spectra Entertainment Inc., indie.io,"20,000 .. 50,000",17.99
1897680,ToyCar,2022-08-04,0,Hadoukanen,Hadoukanen,"0 .. 20,000",0.99
1897720,Sex Adventures - The SPA,2022-02-21,0,DIG Publishing,DIG Publishing,"0 .. 20,000",0.79
1897740,Chrono Survival,2022-12-09,0,Petushock Production,Petushock Production,"0 .. 20,000",2.99
1897770,The Majestic,N,0,N,N,"0 .. 20,000",
1897780,Socialize: Poly,N,1,N,N,"0 .. 20,000",
1897800,Legacy Quest 2,N,0,N,N,"0 .. 20,000",
1897810,Scavenger's Deep,2022-05-26,1,N,N,"0 .. 20,000",
1897820,Pirate Booty and the Bukkake Buccaneer,2022-03-11,0,Miel,Cherry Kiss Games,"0 .. 20,000",9.99
1897830,Sex Diary - Double Trouble Teacher,2022-02-22,0,DIG Publishing,DIG Publishing,"0 .. 20,000",0.79
1897840,Keep the Keep Demo,2022-02-08,1,N,N,"0 .. 20,000",
1897850,Icemaze Cave: Skate Escape Demo,2022-02-10,1,N,N,"0 .. 20,000",
1897860,Sunken Realms,N,0,N,N,"0 .. 20,000",
1897870,Proto Akane,2022-05-03,0,Lucas Fernandez,Lucas Fernandez,"0 .. 20,000",1.99
1897890,Quantum of Soul,N,0,N,N,"0 .. 20,000",
1897910,SHOOTER LEAGUE,N,1,N,N,"0 .. 20,000",
1897950,Sirenhead: Southpoint,N,0,N,N,"0 .. 20,000",
1897960,Meet Cute: Delivery 🐾,2022-06-11,0,N,N,"0 .. 20,000",
1897970,Mini Island: Aroma,2022-03-01,0,MACKINN7,MACKINN7,"0 .. 20,000",4.99
1897980,Project:Sphere,2022-02-18,0,Abraham Eduardo Zarate Mejia,Abraham Eduardo Zarate Mejia,"0 .. 20,000",4.99
1897990,Lulu Way,2022-04-29,0,One Eyed Deer,One Eyed Deer,"0 .. 20,000",4.99
1898010,Floppy Cat Adventures,N,0,N,N,"0 .. 20,000",
1898020,God s' Margarita: The Lonely Reniat Noc,N,0,N,N,"0 .. 20,000",
1898050,Buried,2022-02-28,1,NextDoorDev Games,NextDoorDev Games,"0 .. 20,000",0.0
1898100,Initium Legenda,2022-02-25,0,LEGENDA Inc.,LEGENDA Inc.,"0 .. 20,000",4.99
1898110,MeetLight and the secrets of the universe,N,0,N,N,"0 .. 20,000",
1898120,Escape the Dead,2024-02-06,0,StateofMind,StateofMind,"0 .. 20,000",4.99
1898130,Memory Novel - The Threesome,2022-02-10,0,DIG Publishing,DIG Publishing,"0 .. 20,000",0.79
1898170,Birding Simulator Demo,2022-02-20,1,N,N,"0 .. 20,000",
1898210,Eros Fantasy,2022-05-18,1,N,N,"0 .. 20,000",
1898240,Tactical Squad – SWAT Stories Playtest,2022-02-17,0,N,N,"0 .. 20,000",
1898270,BeeTheBest,N,0,N,N,"0 .. 20,000",
1898290,LEGO® Bricktales,2022-10-12,0,ClockStone,Thunderful Publishing,"50,000 .. 100,000",29.99
1898300,ASKA,2024-06-20,0,Sand Sailor Studio,Thunderful Publishing,"500,000 .. 1,000,000",24.99
1898370,InVertia,2024-01-22,0,BasementKids,BasementKids,"0 .. 20,000",0.99
1898410,Ruins & Switch,2022-02-21,0,"Fabsquare, Orbi Universo Team",Orbi Universo Team,"0 .. 20,000",4.99
1898420,ENDGAME: Survival,2023-06-05,0,AGames,AGames,"0 .. 20,000",13.99
1898430,HORDE Survival,2023-06-12,0,WDS Games,WDS Games,"0 .. 20,000",13.99
1898460,Roburst,N,0,N,N,"0 .. 20,000",
1898470,Home VR Playtest,2022-02-11,0,N,N,"0 .. 20,000",
1898500,Worldless,2023-11-20,0,Noname Studios,"Coatsink, Thunderful","20,000 .. 50,000",19.99
1898510,Still be a Human Demo,2022-02-15,1,N,N,"0 .. 20,000",
1898520,Antipaint Demo,2022-04-27,1,N,N,"0 .. 20,000",
1898530,Battle Support (2022),2022-04-17,0,ALG Game Studio,ALG Game Studio,"0 .. 20,000",3.99
1898550,Brutal Rifters,2022-02-18,0,"CapturedLeek27, Doky",Capky Games,"50,000 .. 100,000",4.99
1898560,Pillars of Light,2022-09-29,0,"Narom42, Trixten Studio","Narom42, Trixten Studio","0 .. 20,000",8.99
1898570,Square Knight,2022-04-30,0,danilomacb,danilomacb,"0 .. 20,000",1.99
1898590,Revenge Story,N,0,N,N,"0 .. 20,000",
1898610,Hands of Necromancy,2022-06-20,0,HON Team,Fulqrum Publishing,"0 .. 20,000",4.99
1898630,Space Shrooms RollPlay,2022-11-05,0,Eilidh MacKenzie,QuineTime,"0 .. 20,000",6.99
1898650,Cynthia: Hidden in the Moonshadow Demo,2022-02-09,1,N,N,"0 .. 20,000",
1898670,All the Words She Wrote,2022-03-08,0,ebi-hime,ebi-hime,"0 .. 20,000",12.99
1898680,Shadow Era,2022-04-04,1,N,N,"0 .. 20,000",
1898690,GUNNER,2022-05-12,0,Polygonya,Polygonya,"0 .. 20,000",1.99
1898700,scuffed,2023-10-19,0,black shades,black shades,"0 .. 20,000",4.99
1898730,Orbit.Industries Playtest,2022-02-17,0,N,N,"0 .. 20,000",
1898770,TotalNerds Demo,N,1,N,N,"0 .. 20,000",
1898790,A Crown of Sorcery and Steel,2022-10-27,0,Choice of Games,Choice of Games,"0 .. 20,000",8.99
1898800,A Crown of Sorcery and Steel Demo,2022-06-07,1,N,N,"0 .. 20,000",
1898820,Hive Defender Demo,2022-02-10,1,N,N,"0 .. 20,000",
1898830,VBridger,2022-04-10,0,"PiPuProductions, Serp",PiPuProductions,"20,000 .. 50,000",9.99
1898860,whale.,2022-02-27,0,Rex K.,Rex K.,"0 .. 20,000",0.99
1898870,From the Town of Gleming,2022-04-01,0,"Pirate Dave, Aristophanes Yates",Pirate Dave,"0 .. 20,000",2.99
1898880,The Silent Swan,2023-11-02,0,Praenaris,Gammera Nest,"0 .. 20,000",14.99
1898910,Edge of Collapse,N,0,N,N,"0 .. 20,000",
1898920,War of the Worlds,N,0,N,N,"0 .. 20,000",
1898950,O.D.T.: Escape... Or Die Trying,2022-04-05,0,Psygnosis France,"Piko Interactive LLC, Bleem!","0 .. 20,000",12.99
1898970,HYDE,2022-03-07,0,Mario Murkl,Mario Murkl,"0 .. 20,000",2.99
1898980,Glob,N,0,N,N,"0 .. 20,000",
1898990,Jigsaw Pink,2022-03-08,0,GuiltyEva,GuiltyEva,"0 .. 20,000",0.99
1899000,Sidewards,N,0,N,N,"0 .. 20,000",
1899010,The Sych story: Human Being,2022-02-23,1,N,N,"0 .. 20,000",
1899040,Writer's Block Demo,2022-02-10,1,N,N,"0 .. 20,000",
1899060,Pocket Mirror ~ GoldenerTraum,2023-05-19,0,"AstralShift, VisuStella",KOMODO,"50,000 .. 100,000",19.99
1899080,Terra Forma: Tower Combat,2024-07-30,0,Fat Pigeon Studio,Fat Pigeon Studio,"0 .. 20,000",4.99
1899090,Illuminaria Demo,2022-02-05,1,N,N,"0 .. 20,000",
1899100,Magic of Spring Demo,2022-02-21,1,N,N,"0 .. 20,000",
1899110,Octo Vinctum: Revenge of the Czar,2023-12-01,0,"Polinym, Mareeta",Typhonus Studios,"0 .. 20,000",1.99
1899120,Shyftrs,N,0,N,N,"0 .. 20,000",
1899150,灵异爱情.冷,2022-04-16,0,ghostGame dev,ghostGame dev,"0 .. 20,000",1.99
1899160,Puzzle Mix,2022-02-21,0,GiBar,RoBot,"0 .. 20,000",0.99
1899170,Dirty Girls,2022-03-23,0,SimpleDes,SimpleDes,"0 .. 20,000",1.99
1899180,Night Of Disturbance,2022-10-23,0,BDR Productions,BDR Productions,"0 .. 20,000",1.99
1899200,Bombardier,2023-09-30,0,Studio Squid Inc,Studio Squid Inc,"0 .. 20,000",6.99
1899210,Mire,2023-05-17,0,Kitsunebival,Kitsunebival,"0 .. 20,000",4.99
1899240,一个极好的剪贴板,2022-02-25,0,陈安卓,陈安卓,"0 .. 20,000",1.99
1899270,Battle of Finland: Winter War,2022-03-14,0,Team-K,Team-K,"0 .. 20,000",4.99
1899280,Espresso Tycoon Demo,2022-02-21,1,N,N,"0 .. 20,000",
1899290,Gems of Destiny: Homeless Dwarf,2022-07-28,0,Graphium Studio,Denda Games,"20,000 .. 50,000",9.99
1899300,Combat Complex,2024-10-04,0,Spherical Horse Studios,Spherical Horse Studios,"0 .. 20,000",19.99
1899350,Trade Bots: A Technical Analysis Simulation,2023-04-18,0,Cinq-Mars Media,Cinq-Mars Media,"0 .. 20,000",11.99
1899370,3D将棋,2022-07-14,0,あべの会,あべの会,"0 .. 20,000",4.99
1899400,Rolling in the Maze,2022-05-13,0,No.25,No.25,"50,000 .. 100,000",1.99
1899430,VEREDA - Mystery Escape Room Adventure,2022-02-26,0,M9 Games,M9 Games,"20,000 .. 50,000",7.99
1899440,Phoenix: The Fall,N,1,N,N,"0 .. 20,000",
1899450,Z-Rush Survival,2022-03-08,0,Dicky Hewage,EFT Global,"0 .. 20,000",9.99
1899460,Mirage In Darkness Demo,2022-02-10,1,N,N,"0 .. 20,000",
1899500,There is Still Hope,N,0,N,N,"0 .. 20,000",
1899530,COYOTE Demo,2022-02-13,1,N,N,"0 .. 20,000",
1899550,Knights of the Deep,N,0,N,N,"0 .. 20,000",
1899560,Tankocracy Demo,2022-02-09,1,N,N,"0 .. 20,000",
1899570,NUN,N,0,N,N,"0 .. 20,000",
1899590,Mutant Karate Canary Demo,2022-02-09,1,N,N,"0 .. 20,000",
1899600,Johnny Chainsaw Demo,2022-02-07,1,N,N,"0 .. 20,000",
1899620,Outdoor Adventures With Marisa Kirisame,2022-03-01,0,Sigyaad Team,Sigyaad Team,"0 .. 20,000",4.99
1899640,Hipster Cafe Demo,2022-02-11,1,N,N,"0 .. 20,000",
1899680,最適解 Saitekikai Spy Simulator,2022-05-08,1,N,N,"0 .. 20,000",
1899700,Graphwar,2022-02-23,1,N,N,"0 .. 20,000",
1899710,ITRP _ Volatile Vertex,2022-03-02,1,N,N,"0 .. 20,000",
1899730,Himbo Harem Homicide,N,0,N,N,"0 .. 20,000",
1899760,Maneater and the Golden Teacher,2022-05-10,1,N,N,"0 .. 20,000",
1899780,Undergrave Demo,2022-02-21,1,N,N,"0 .. 20,000",
1899790,MALFUNCTION FPS,2022-02-23,1,N,N,"0 .. 20,000",
1899800,Raisond'etre,2022-04-26,0,C3 Games,C3 Games,"0 .. 20,000",5.99
1899810,Dread X Collection 5,2022-05-20,0,"Christopher Yabsley, Stroboskop, VisceralError, Nikk F., FYRE Games, Roope Tamminen, Shakles, Darkstone Digital, Philisophic Games, Colorfiction, iwilliams, Matt Reeves, Abbey 'Scruncho' Smith",DreadXP,"20,000 .. 50,000",9.99
1899820,Increment,2023-09-08,0,N,N,"0 .. 20,000",
1899830,Grapple Gear,2022-03-22,1,N,N,"0 .. 20,000",
1899850,Bullet Runner Demo,2022-02-10,1,N,N,"0 .. 20,000",
1899860,Hunter Project: Operation Survive Demo,2022-03-28,1,N,N,"0 .. 20,000",
1899870,Hunter Project: Operation Survive Playtest,2022-03-16,0,N,N,"0 .. 20,000",
1899900,Yumeiri,2022-02-09,1,N,N,"0 .. 20,000",
1899950,Dolmenjord - Viking Islands,2022-11-17,0,"Mens Sana Interactive, Allan Postal",Mens Sana Interactive,"0 .. 20,000",2.09
1899980,Monster Island,2022-02-28,1,N,N,"0 .. 20,000",
1899990,GEHENA,2022-03-12,0,ZERA,ZERA,"0 .. 20,000",19.99
1900020,PunjiVR,2022-07-15,0,Camden Cleveland,Camden Cleveland,"0 .. 20,000",16.99
1900060,The SCALING Demo,2022-02-19,1,N,N,"0 .. 20,000",
1900070,Battle for the Droid Station,2022-02-23,0,Lot10Games,Lot10Games,"0 .. 20,000",0.99
1900080,The Night Watch,N,0,N,N,"0 .. 20,000",
1900130,Late photographer 2 free,2022-02-23,1,N,N,"0 .. 20,000",
1900160,Prodigy Trainer,2022-04-02,0,IndianaTK,IndianaTK,"0 .. 20,000",1.34
1900230,Vetrex,2023-07-30,0,EweRDay,EweRDay,"0 .. 20,000",5.99
1900250,Demonschool,N,0,N,N,"0 .. 20,000",
1900260,虚拟主播模拟器 Playtest,2022-06-16,0,N,N,"0 .. 20,000",
1900280,Just Ignore Them: Brea's Story Tape 1,2022-03-29,0,Stranga Games,GrabTheGames,"50,000 .. 100,000",2.99
1900290,"GO, GO, Knight!",N,0,N,N,"0 .. 20,000",
1900300,The Bad Son,2022-10-26,0,Víctor Atobas,Zoozobra Studios,"0 .. 20,000",5.99
1900320,Lumnis,2024-06-06,0,Wild Moose Games,Wild Moose Games,"0 .. 20,000",16.99
1900330,Mendalos,N,0,N,N,"0 .. 20,000",
1900340,Ten Trials of Babel: The Doppelganger Maze,2022-03-13,0,红渊,NVLMaker,"100,000 .. 200,000",2.99
1900370,BLOODZ,N,0,N,N,"0 .. 20,000",
1900400,Mixed Feelings: While You Were Away - Boys Love (BL) Visual Novel,2022-03-24,0,ChaniMK,ChaniMK,"0 .. 20,000",4.99
1900410,Slav or Not,2022-11-18,0,Vadim Myshov,Vadim Myshov,"0 .. 20,000",0.99
1900430,Incoming Demo,2022-02-20,1,N,N,"0 .. 20,000",
1900450,Infinite Pixel Battles Demo,2022-02-10,1,N,N,"0 .. 20,000",
1900480,Vonbit,2022-03-31,1,N,N,"0 .. 20,000",
1900490,White Mirror,2022-08-26,1,N,N,"0 .. 20,000",
1900530,La Villa de la Muerte,2022-04-27,1,N,N,"0 .. 20,000",
1900540,Calrivar Cluster,N,1,N,N,"0 .. 20,000",
1900630,SHADOWS IN THE DARK,N,0,N,N,"0 .. 20,000",
1900650,A Night With Gigsjaw VR,N,0,Epitaph Games,Epitaph Games,"0 .. 20,000",0.99
1900680,Mystery Solitaire. Grimm's Tales 4,2022-02-13,0,Melon Games,8floor,"0 .. 20,000",4.99
1900690,Mystery Solitaire. The Black Raven 2,2022-02-22,0,Melon Games,8floor,"0 .. 20,000",4.99
1900720,For The Fatherland,2023-03-05,0,Zuckrprinz Games,Zuckrprinz Games,"0 .. 20,000",4.99
1900730,失落的王座TCG Playtest,2022-02-14,0,N,N,"0 .. 20,000",
1900740,LonelyMe,N,0,N,N,"0 .. 20,000",
1900760,Ocean Punk Playtest,2022-11-24,0,N,N,"0 .. 20,000",
1900790,Exorzine,2022-03-21,0,Exorzine Games,Exorzine Games,"0 .. 20,000",0.99
1900800,TechBeat Heart Demo,2022-02-10,1,N,N,"0 .. 20,000",
1900810,New Roots,2023-03-16,1,N,N,"0 .. 20,000",
1900820,Mighty Castles,2022-02-22,0,Neki4 Electronics,Neki4 Electronics,"0 .. 20,000",9.99
1900830,The Watcher,N,0,N,N,"0 .. 20,000",
1900850,Astro Traveler,2023-05-24,0,Quatro Designs,Quatro Designs,"0 .. 20,000",4.99
1900860,Diamon Jones and the Amulet of the World,2022-03-03,0,GFI,GFI,"0 .. 20,000",2.99
1900870,Mendalos Demo,2022-02-22,1,N,N,"0 .. 20,000",
1900880,Dash Rider,N,0,N,N,"0 .. 20,000",
1900890,Redgar: The Space Viking,2023-11-07,0,Kamara Creations,Bonus Stage Publishing,"0 .. 20,000",14.99
1900930,DANGO!,2022-07-15,0,"TheBoys, 430Games",430Games,"0 .. 20,000",1.39
1900960,Base Commander,N,1,N,N,"0 .. 20,000",
1900970,The Red Hood,2022-03-14,0,Egutidze,My Way Games,"20,000 .. 50,000",0.49
1901000,Restart Zero Playtest,2022-02-09,0,N,N,"0 .. 20,000",
1901010,Blob Boy,2022-03-04,0,Radwog Games,Radwog Games,"0 .. 20,000",0.99
1901030,Dungeon Reels Tactics,2022-05-01,0,Grandma's Basement Games,Grandma's Basement Games,"0 .. 20,000",14.99
1901040,Green Wounds,2022-09-27,1,N,N,"0 .. 20,000",
1901050,Jack Saves Easter,2022-03-04,0,"Emsad Brushbeard, T.C. Mabe",Hilltop Games LLC,"0 .. 20,000",24.99
1901060,Dungeon Dueler,2022-05-18,0,DziczeDzieci,DziczeDzieci,"0 .. 20,000",5.99
1901090,World of Retailing,2022-03-22,0,"MazeDEV, Evoke-Gaming",Evoke-Gaming,"0 .. 20,000",19.99
1901130,A Difficult Game About ROLLING - ReUpRise,2024-05-12,0,Livinskii Aleksandr,Livinskii Aleksandr,"0 .. 20,000",9.99
1901170,Galactoids - Galactic Invaders,2022-11-25,0,Jonni The Dodger,Jonni The Dodger,"0 .. 20,000",9.99
1901180,Aster Force,2022-04-03,0,Gold Turtle Games,Gold Turtle Games,"0 .. 20,000",0.99
1901200,FPS Game: Dev Test,2022-02-26,1,N,N,"0 .. 20,000",
